RMI,0,191.724,402653216,0,BinarySearch,wiki_ts_200M_uint64
RMI,1,192.696,201326624,0,BinarySearch,wiki_ts_200M_uint64
RMI,2,197.705,100663328,0,BinarySearch,wiki_ts_200M_uint64
RMI,3,192.134,25165856,0,BinarySearch,wiki_ts_200M_uint64
RMI,4,195.208,12582944,0,BinarySearch,wiki_ts_200M_uint64
RMI,5,202.497,6291488,0,BinarySearch,wiki_ts_200M_uint64
RMI,6,225.282,3145760,0,BinarySearch,wiki_ts_200M_uint64
RMI,7,292.016,786464,0,BinarySearch,wiki_ts_200M_uint64
RMI,8,589.731,24608,0,BinarySearch,wiki_ts_200M_uint64
RMI,9,756.559,3088,0,BinarySearch,wiki_ts_200M_uint64
RS,1,285.72,506867068,2732672857,BinarySearch,wiki_ts_200M_uint64
RS,2,275.486,247625288,1949697626,BinarySearch,wiki_ts_200M_uint64
RS,3,278.149,125076056,1984982584,BinarySearch,wiki_ts_200M_uint64
RS,4,266.375,63877208,1653459140,BinarySearch,wiki_ts_200M_uint64
RS,5,283.611,31917576,2092238992,BinarySearch,wiki_ts_200M_uint64
RS,6,288.253,15909560,1537834476,BinarySearch,wiki_ts_200M_uint64
RS,7,316.534,7976336,2098088009,BinarySearch,wiki_ts_200M_uint64
RS,8,353.464,3999204,1965656111,BinarySearch,wiki_ts_200M_uint64
RS,9,361.26,1999416,1768042352,BinarySearch,wiki_ts_200M_uint64
RS,10,300.075,1000212,1667081149,BinarySearch,wiki_ts_200M_uint64
PGM,16,339.356,4604720,4070967833,BinarySearch,wiki_ts_200M_uint64
PGM,4,373.645,45559380,5355345768,BinarySearch,wiki_ts_200M_uint64
PGM,8,329.247,14269500,4487433314,BinarySearch,wiki_ts_200M_uint64
PGM,32,371.908,1722040,3925885825,BinarySearch,wiki_ts_200M_uint64
PGM,64,406.877,754920,3685638587,BinarySearch,wiki_ts_200M_uint64
PGM,256,512.808,222760,3932561292,BinarySearch,wiki_ts_200M_uint64
PGM,1024,603.695,89780,4034759165,BinarySearch,wiki_ts_200M_uint64
PGM,2048,659.64,54580,4343937787,BinarySearch,wiki_ts_200M_uint64
PGM,4096,707.133,38880,4425091601,BinarySearch,wiki_ts_200M_uint64
PGM,8192,790.531,20140,4298181382,BinarySearch,wiki_ts_200M_uint64
BTree,32,589.12,116016232,68568099,BinarySearch,wiki_ts_200M_uint64
BTree,1,787.27,3712500896,2556670775,BinarySearch,wiki_ts_200M_uint64
BTree,4,685.047,928126304,603462850,BinarySearch,wiki_ts_200M_uint64
BTree,16,600.691,232032112,119751941,BinarySearch,wiki_ts_200M_uint64
BTree,64,603.103,58008568,21489868,BinarySearch,wiki_ts_200M_uint64
BTree,128,622.002,29004872,10143929,BinarySearch,wiki_ts_200M_uint64
BTree,512,607.922,7251896,2042080,BinarySearch,wiki_ts_200M_uint64
BTree,1024,623.982,3626672,845407,BinarySearch,wiki_ts_200M_uint64
BTree,4096,716.337,906864,218087,BinarySearch,wiki_ts_200M_uint64
BTree,16384,813.387,227048,56866,BinarySearch,wiki_ts_200M_uint64
BTree,65536,903.636,57096,24351,BinarySearch,wiki_ts_200M_uint64
BTree,262144,980.179,14608,7486,BinarySearch,wiki_ts_200M_uint64
IBTree,1,676.32,3225127816,2405914953,BinarySearch,wiki_ts_200M_uint64
IBTree,32,563.746,100794136,611475852,BinarySearch,wiki_ts_200M_uint64
IBTree,64,563.245,50401192,465010129,BinarySearch,wiki_ts_200M_uint64
IBTree,128,558.06,25202664,671336744,BinarySearch,wiki_ts_200M_uint64
IBTree,256,556.757,12603400,521677722,BinarySearch,wiki_ts_200M_uint64
IBTree,512,579.493,6303768,225259160,BinarySearch,wiki_ts_200M_uint64
IBTree,1024,617.256,3153952,157015525,BinarySearch,wiki_ts_200M_uint64
IBTree,2048,651.166,1583160,128482149,BinarySearch,wiki_ts_200M_uint64
IBTree,4096,706.189,789528,91055770,BinarySearch,wiki_ts_200M_uint64
IBTree,8192,743.601,398888,72636700,BinarySearch,wiki_ts_200M_uint64
RBS,28,158.995,1073741828,2140945102,BinarySearch,wiki_ts_200M_uint64
RBS,26,159.019,268435460,775678171,BinarySearch,wiki_ts_200M_uint64
RBS,24,199.088,67108868,576297399,BinarySearch,wiki_ts_200M_uint64
RBS,22,248.21,16777220,487609016,BinarySearch,wiki_ts_200M_uint64
RBS,20,290.076,4194308,265024015,BinarySearch,wiki_ts_200M_uint64
RBS,18,361.13,1048580,389282284,BinarySearch,wiki_ts_200M_uint64
RBS,16,421.168,262148,637403020,BinarySearch,wiki_ts_200M_uint64
RBS,14,496.201,65540,555788062,BinarySearch,wiki_ts_200M_uint64
RBS,12,549.909,16388,469049827,BinarySearch,wiki_ts_200M_uint64
RBS,10,645.404,4100,763275090,BinarySearch,wiki_ts_200M_uint64
RBS,8,694.957,1028,763859257,BinarySearch,wiki_ts_200M_uint64
RobinHash,0,116.628,8589934592,6947122220,BinarySearch,wiki_ts_200M_uint64
BS,0,781.779,0,0,BinarySearch,wiki_ts_200M_uint64
